wday	1327811
spot	1639920
itub	1132597
wm	823768
hmc	715153
toely	1443276
adi	6281
twlo	1447669
etn	1551182
san	891478
amx	1129137
cfruy	948401
aon	315293
pdrdy	899108
bsx	885725
bmo	927971
kmb	55785
dd	1666700
chpxy	1528541
vlvly	753762
fanuy	1446596
emr	32604
lulu	1397187
cop	1163165
nem	1164727
bidu	1329099
scco	1001838
xpev	1810997
bcmxy	1447011
phg	313216
jmhly	870016
relx	929869
lzagy	1446711
vod	839923
epd	1061219
mnst	865752
ilmn	1110803
tal	1499620
gld	1222333
nxpi	1413447
vnja	1532383
ibn	1103838
rop	882835
cp	16875
gd	40533
ecify	1387438
mrna	1682852
lvs	1300514
met	1099219
ngg	1004315
kdp	1418135
abev	1565025
puk	1116578
knyjy	1436793
aep	4904
trp	1232384
ahchy	1448987
smfg	1022837
ctsh	1058290
bx	1393818
mar	1048286
dow	1751788
pins	1506293
docu	1261333
wfafy	1436381
exc	1109357
cof	927628
lhx	202058
cvna	1690820
gold	756894
rkt	1805284
ttd	1671933
veev	1393052
danoy	1048515
eric	717826
itocy	355363
hnnmy	1396282
khc	1637459
tri	1075124
stz	16918
bce	718940
rost	745732
bbd	1160330
aph	820313
lgfry	1554394
psa	1393311
ing	1039765
dnzoy	1446598
bax	10456
klac	319201
glncy	1524684
cm	1045520
jshly	879875
idxx	874716
sre	1032208
dlr	1297996
tel	1385157
vonoy	1652630
ctas	723254
vwdry	1330306
algn	1097149
u	1810806
biib	875045
mtch	891103
twtr	1418091
info	1598014
gis	40704
e	1002242
syy	96021
lnsty	1439584
gvdny	1121631
f	37996
lyg	1160106
cnc	1071739
xel	72903
bk	1390777
cmg	1058090
ph	76334
roku	1428439
ea	712515
sxyay	1575851
a	1090872
tt	1466258
ebay	1065088
csgp	1057352
ppg	79879
aig	5272
trv	86312
lu	1816007
mchp	827054
stm	932787
schyy	1491703
fcx	831259
vfc	103379
cmi	26172
li	1791706
mfg	1335730
mtcpy	1159204
wba	1618921
crary	1279967
vivhy	1127055
kmi	1506307
jci	833444
msci	1408198
payx	723531
carr	1783180
rht	1087423
bcs	312069
xlnx	743988
crh	849395
ovchy	1448817
chcjy	1495687
mfc	1086888
amady	1502104
snps	883241
crwd	1535527
oran	1038143
tdg	1260221
trow	1113169
htht	1483994
iqv	1478242
cmaky	1453056
hcmly	948696
orly	898173
yum	1041061
gwlly	1536278
afl	4977
aptv	1521332
fcau	1605484
crbjy	1454471
splk	1353283
vrsk	1442145
all	899051
cdns	813672
bll	9389
sbac	1034054
pton	1639825
cs	1159510
pru	1137774
zijmy	1459580
rsg	1060391
zbh	1136869
eog	821189
hsy	47111
alc	1167379
pcar	75362
slb	87347
hpq	47217
clpby	1294325
kbcsy	1411133
okta	1660134
trumy	1446672
peg	788784
es	72741
wec	783325
dxcm	1093557
bbva	842180
mrvl	1058057
tscdy	885834
swk	93556
rmd	943819
lyb	1489393
rok	1024478
cht	1132924
sgen	1060736
bby	764478
hlt	1585689
ctryy	1462886
unicy	1095054
dboey	1437147
svndy	1359519
otis	1781335
msi	68505
gelyy	1474968
psx	1534701
mck	927653
ctva	1755672
alpmy	1446390
ckhuy	1637120
spg	1063761
chwy	1766502
glw	24741
luv	92380
ddog	1561550
yahoy	1446437
bsbr	1471055
panw	1327567
lbrda	1611983
adm	7084
tme	1744676
cnq	1017413
rweoy	939380
pdypy	1627168
awk	1410636
anss	1013462
dhi	882184
fast	815556
tdoc	1477449
ntr	1725964
rdsmy	1339422
ame	1037868
siri	908937
wcn	1318220
well	766704
fmx	1061736
cprt	900075
arzgy	1379235
cjpry	1334687
asazy	1253493
mpc	1510295
wltw	1140536
alxn	899866
wit	1123799
su	311337
mtd	1037646
egrny	1595085
bfa	14693
slf	1097362
ed	1047862
dal	27904
dltr	935703
wmb	107263
szkmy	1263521
khngy	1451287
azo	866787
rng	1384905
ec	1444406
rprx	1802768
dte	936340
stt	93751
codyy	1012037
clx	21076
hrl	48465
bntx	1776985
cha	1191255
zg	1617640
aonny	1300175
pcg	1004980
kr	56873
nwg	844150
w	1616707
fnv	1456346
tu	868675
mkc	63754
etp-pc	1161154
yumc	1673358
fms	1333141
dfs	1393612
dia	1041130
ftv	1659166
eix	827052
ejpry	1093028
avb	915912
odfl	878927
rci	733099
tsn	100493
gmab	1434265
len	920760
saxpy	1436778
payc	1590955
mgddy	896076
db	1159508
coup	1385867
work	1764925
tef	814052
mplx	1552000
xp	1787425
cgemy	1084656
yndx	1513845
bgne	1651308
vlo	1035002
tlk	1001807
tyidy	1130894
frc	1132979
gasny	1269920
otsky	1544613
nok	924613
ztcoy	1445156
ccl	815097
cern	804753
vrsn	1014473
haity	1553473
zlndy	1638747
ppl	922224
swks	4127
ibkr	1381197
eqr	906107
flt	1175454
etr	65984
amp	820027
gctay	1158089
ajg	354190
mdy	936958
grmn	1121788
gww	277135
baesy	895564
gwlif	850918
kkr	1404912
o	726728
keys	1601046
are	1035443
cabhf	1436647
mxim	743316
wy	106535
k	55067
stne	1745431
smnny	1640117
viac	813828
ppery	1461748
net	1477333
gbery	1179029
bili	1723690
sgsoy	1069347
chd	313927
pugoy	908829
abc	1140859
ndaq	1120193
poahy	1450346
mtsfy	1446641
ryaay	1038683
svnly	1448613
ucbjy	1290640
cbre	1138118
vtrs	1792044
thlly	1722401
frrvy	1438571
bkr	1701605
anet	1596532
weicy	1452191
ssmxy	1517231
efx	33185
ntrs	73124
ccep	1650107
ip	51434
ttwo	946581
aee	1002910
wst	105770
zbra	877212
nrily	1179493
tcom	1269238
fojcy	1436740
dkng	1772757
caj	16988
akzoy	3124
zs	1713683
mktx	1278021
mt	1243429
ftnt	1262039
ix	1070304
atus	1702780
lh	920148
ashty	1518258
vmc	1396009
cqp	1383650
chu	1113866
dish	1001082
fitb	35527
gib	1061574
tlpfy	1450682
cdw	1402057
imbby	1072670
sbhmy	1604982
fts	1666175
cghly	1550635
ir	1699150
mga	749098
snmry	1437771
vtr	740260
sivb	719739
zi	1794515
ppccy	1446747
syf	1601712
etsy	1370637
ftch	1740915
amcr	1748790
pxd	1038357
qsr	1618756
ter	97210
rcl	884887
cms	811156
dov	29905
epam	1352010
tru	1552033
incy	879169
ksu	54480
rol	84839
ssnc	1402436
enph	1463101
jhx	1159152
pkx	889132
coo	711404
holx	859737
vips	1529192
et	1276187
cag	23217
cicoy	1445161
hubs	1404655
exas	1124140
xyl	1524472
expe	1324424
tlsny	1169870
tfx	96943
foxa	1754301
fandy	1454175
wpm	1323404
kb	1445930
mlm	916076
br	1383312
qrvo	1604778
sgioy	1281721
akam	1086222
grfs	1438569
dgx	1022079
chkp	1015922
tyl	860731
umc	1033767
iau	1278680
hig	874766
oke	1039684
uri	1067701
ess	920522
nue	73309
syiey	1444718
gds	1526125
ccc	1764046
cccgy	1448985
snn	845982
iq	1722608
peak	765880
podd	1145197
invh	1687229
fujhy	800364
whlkf	1449594
hei	46619
ste	1757898
hes	4447
key	91576
shg	1263043
tif	98246
caixy	1535628
bxp	1037540
var	203527
nvzmy	1131345
lsxma	1560385
cuk	1125259
hal	45012
pags	1712807
cah	721371
nmr	1163653
ulta	1403568
rnecy	1246135
zen	1463172
mtb	36270
kmx	1170010
mdb	1441816
bio	12208
tsco	916365
ctlt	1596783
cwycy	1436965
ophly	940821
oxy	797468
ce	1306830
aem	2809
bpy	1545772
nvr	906163
xngsy	1454948
expd	746515
hznp	1492426
cnhi	1567094
bip	1406234
ui	1511737
txg	1770787
fmc	37785
rf	1281761
dpz	1286681
atasy	1437775
sui	912593
skm	1015650
avtr	1722482
gdrx	1809519
lng	3570
sonvy	1450681
elan	1739104
stx	1137789
ctxs	877890
gsx	1768259
trmb	864749
cfg	759944
cpb	16732
viv	1066119
wmg	1319161
burl	1579298
hrely	1445159
ldos	1336920
rkuny	1294591
nice	1003935
alny	1178670
lyv	1335258
dqjcy	1446597
cvac	1809122
iex	832101
agr	1634997
hdely	1400691
exr	1289490
szlmy	1438844
nipnf	72127
hpe	1645590
pba	1546066
czr	1590895
fe	1031296
dre	783280
dri	940944
jbht	728535
alb	915913
tdy	1094285
maa	912595
bki	1627014
pfg	1126328
gpc	40987
pki	31791
cday	1725057
logi	1032975
bmrn	1048477
mas	62996
sedg	1419612
wab	943452
avlr	1348036
wat	1000697
ednmy	1581671
mgm	789570
mpwr	1280452
aes	874761
wix	1576789
mkl	1096343
fico	814547
omc	29989
j	52988
wdc	106040
it	749251
imo	49938
vici	1705696
ckisy	1065989
acgl	947484
gnrc	1474735
emn	915389
masi	937556
ndvly	800928
sjm	91419
run	1469367
pool	945841
lnt	352541
ual	100517
cnp	1130310
nngry	1690981
tw	1758730
monoy	1583055
gddy	1609711
swgay	1438845
znh	1041668
mtuay	1342237
bro	79282
lbtya	1570585
cck	1219601
hban	49196
aeoxf	1450280
shmay	1555379
kep	887225
ntco	1776967
rjf	720005
alsmy	1062066
cgnx	851205
evrg	1711269
dvcmy	1163417
sqm	909037
dada	1793862
kkpny	1001474
chrw	1043277
avy	8818
cinf	20286
has	46080
suz	909327
lyft	1759509
ln	1611820
whr	106640
ato	731802
disca	1437107
yasky	1559460
pkg	75677
argx	1697862
jbaxy	1475011
wpc	1025378
cxo	1358071
cjewy	1555574
wpp	806968
ptc	857005
dva	927066
kikoy	1446656
appn	1441683
fds	1013237
l	60086
bah	1443646
nuan	1002517
athm	1527636
szsay	1444147
iac	1800227
psmmy	1439580
iliay	1570932
fosuy	1462456
jkhy	779152
bap	1001290
ndeky	353991
moh	1179929
erie	922621
iff	51253
entg	1101302
iktsy	1444714
phm	822416
otex	1002638
abmd	815094
cabo	1632127
rnlsy	1416039
prdsy	1527249
ntap	1002047
nvcr	1645113
lumn	18926
fbhs	1519751
ppd	1793294
ndsn	72331
on	1097864
eqh	1333986
udr	74208
enia	912505
bntgy	1533945
tech	842023
jxhly	1487533
nkla	1731289
iep	813762
wrb	11544
wrk	1732845
stbfy	1587200
ihg	858446
bep	1533232
ally	40729
mtn	812011
nly	1043219
dnb	1799208
ggg	42888
wtrg	78128
osh	1564406
mrtx	1576263
uhs	352915
rpm	110621
pubgy	1050952
ubsfy	1446702
cgasy	1555207
cnpay	1450278
ben	38777
gh	1576280
crl	1100682
penn	921738
ysg	1819580
xray	818479
amigy	1438930
ranjy	1112439
lii	1069202
sam	949870
lkq	1065696
coihy	1513977
fyrty	1452190
rdeiy	1438654
els	895417
rmyhy	1636804
plug	1093691
ggdvy	925428
fnf	1331875
cheoy	1453930
asx	1122411
wynn	1174922
lb	701985
kl	1713443
qgen	1015820
txt	217346
dt	1773383
ipgp	1111928
rdy	1135951
cea	1030475
nlok	849399
umicy	1477038
lw	1679273
srpt	873303
smfky	1537547
gjnsy	1531384
hwm	4281
cchgy	1558633
nwsa	1564708
siely	1453732
maruy	801645
alle	1579241
mpw	1287865
pcty	1591698
alfvy	863344
pega	1013857
teva	818686
bfam	1437578
emraf	1127248
hst	1070750
oled	1005284
estc	1707753
smmyy	1551402
kotmy	1543727
cg	1527166
surry	1556607
ffiv	1048695
aap	1158449
gl	320335
tap	24545
apo	1411494
gwre	1528396
mhgvy	1578526
cgc	1737927
wlk	1262823
iclr	1060955
cboe	1374310
wb	1595761
efgsy	1445153
plan	1540755
cree	895419
fslr	1274494
pnw	764622
lnc	59558
bsy	1031308
ttc	737758
mmp	1126975
pwr	1050915
ahexy	1446251
cna	21175
xpo	1166003
glpi	1575965
cpt	906345
iaugy	1206571
shwgy	1505223
gliba	808461
bwa	908255
rgen	730272
ni	1111711
smtoy	95227
vst	1692819
ts	1190723
sbsw	1786909
sbysf	1783546
ach	1161611
re	1095073
sna	91440
uelmo	100826
mhk	851968
acsay	1448375
smg	825542
fsly	1517413
fivn	1288847
ingiy	1133689
zlioy	1546084
chgg	1364954
wu	1365135
aqn	1174169
frfhf	915191
mgp	1656936
bill	1786352
cms-pb	201533
zlab	1704292
ebr	1439124
hrgly	1528651
armk	1584509
grpty	1395167
hsic	1000228
azpn	929940
amh	1562401
bepc	1791863
aos	91142
nwl	814453
abmrf	1784384
dnfgy	1454473
wynmy	1480134
aal	6201
kof	910631
ipg	51644
sjr	932872
kgc	701818
dlb	1308547
nbix	914475
acad	1070494
xyigy	1508669
stor	1538990
ath	1527469
hubb	48898
bch	1161125
dox	1062579
rh	1528849
lea	842162
ksryy	1668501
dnkn	1357204
bynd	1655210
wsm	719955
au	1067428
rnr	913144
five	1177609
sgpyy	1253494
pnr	77360
hds	1573097
znga	1439404
asnd	1612042
wso	105016
bg	1144519
gfl	1780232
sci	89089
hegiy	1449217
mos	1285785
fnd	1507079
agnc	1423689
trex	1069878
morn	1289419
y	775368
cone	1553023
flex	866374
aseky	1450206
wilyy	1436673
snx	1177394
bsac	1027552
prymy	1437672
zayo	1608249
teck	886986
nvta	1501134
rga	898174
tpr	1116132
ohi	888491
ipxhy	1309035
ehc	785161
atr	896622
cf	1324404
slfpy	1370418
pen	1321732
iaa	1745041
aaxn	1069183
uhal	4457
afg	1042046
gntx	355811
ver	1507385
mdiby	1379481
reg	910606
gps	39911
seic	350894
lamr	1090425
oc	1370946
kc	1795589
alv	1034670
lad	1023128
stld	1022671
wex	1309108
aiz	1267238
csl	790051
tokuy	1131652
rare	1515673
st	1477294
dbx	1467623
glpg	1421876
jazz	1232524
nrg	1013871
acm	868857
ev	350797
ugi	884614
ivz	914208
iphi	1160958
ayx	1689923
dar	916540
crsp	1674416
vno	899689
g	1398659
irm	1020569
rs	861884
levi	94845
brkr	1109354
amed	896262
cbsh	22356
rohcy	1442653
ttm	926042
shtdy	1556605
midd	769520
qdel	353569
shpmy	1570300
voya	1535929
che	19584
mksi	1049502
gfi	1172724
asgly	7646
rhi	315213
aeg	769218
isuzy	763665
warfy	901684
aci	1646972
deck	910521
shc	1822479
h	1468174
cib	1071371
slv	1330568
cma	28412
lpla	1397911
ocft	1780531
ccozy	1398879
nfe	1749723
rba	1046102
yy	1530238
mbt	1115837
nclh	1513761
chdn	20212
krc	1025996
lnegy	1437041
ncno	1566895
jnpr	1043604
dnli	1714899
ntra	1604821
bery	1378992
bsmx	1698287
clpxy	1490083
ua	1336917
rgld	85535
shcay	800840
fhn	36966
fang	1539838
eeft	1029199
wwd	108312
japsy	318269
fvrr	1762301
tdhoy	1288098
sc	1580608
curlf	1756770
cx	1076378
arcc	1287750
fupby	1534043
crcby	1553915
cog	858470
glob	1557860
usfd	1665918
swi	1739942
prah	1613859
jll	1037976
ions	874015
see	1012100
dseey	1481045
arw	7536
rtmvy	1516536
ozon	1822829
agco	880266
oukpy	1436786
atdry	1647435
tiscy	773917
jsgry	1442656
nyt	71691
mrvi	1823239
knx	1492691
iivi	820318
mcfe	1783317
oge	1021635
cold	1455863
ngls-pa	1379661
nnn	751364
frt	34903
klycy	1449614
xlrn	1280600
dci	29644
synh	1610950
eluxy	813810
cien	936395
bncdy	1667075
bhc	885590
ogfgy	845033
cd	1807192
vopky	1452188
axta	1616862
leco	59527
bgaoy	1325378
cae	1173382
ggb	1073404
kajmy	1446660
zion	109380
kod	1468748
hii	1501585
casy	726958
smar	1366561
rp	1286225
psxp	1572910
sjmhy	1599962
cve	1475260
adt	1703056
kim	879101
bl	1666134
wf	1264136
srcl	861878
tmx	1428875
pso	938323
aacay	1447647
ttek	831641
prgo	1585364
clzny	1366235
nvax	1000694
futu	1754581
alk	766421
uvrby	1533920
ares	1176948
snphy	1501108
grub	1594109
itt	216228
hllgy	1674534
reyn	1786431
ewbc	1069157
irtc	1388658
rl	1037038
clr	732834
enggy	1446294
cube	1298675
gwr	1012620
hrc	47518
spce	1706946
lite	1633978
paa	1070423
cakfy	1446707
hog	793952
hmtly	353990
post	1530950
adpt	1478320
qtwo	1410384
plnt	1637207
hnp	929058
lhcg	1303313
vrt	1674101
sbny	1288784
bmrry	1671235
paas	771992
angi	1705110
aval	1504764
sommy	1409236
manh	1056696
caci	16058
frog	1800667
mnso	1815846
clgx	36047
timb	1826168
jef	96223
arry	1820721
pvh	78239
shmuy	1564228
rexr	1571283
uthr	1082554
tol	794170
dxc	1688568
pac	1347557
fsr	1720990
icl	941221
pb	1068851
htcmy	1446648
bc	14930
sid	1049659
hlf	1180262
leg	58492
bbio	1743881
mrwsy	1446128
phi	78150
fold	1178879
site	1650729
son	91767
pfgc	1618673
pii	931015
olli	1639300
gmed	1237831
asomy	1492075
bpmc	1597264
wes	1423902
msa	66570
arwr	879407
jbl	898293
bld	1633931
nlsn	1492633
lfus	889331
hta	1360604
mpfry	1417695
nvro	1444380
wrtby	1436771
exel	939767
osagy	1603194
amwl	1393584
dvn	1090012
bj	1531152
cdk	1609702
osk	775158
vlpny	1378984
hae	313143
trgp	1389170
fsv	1637810
chh	1046311
rykky	1592049
pe	1594466
ori	74260
dei	1364250
tndm	1438133
cwen-a	1567683
vedl	1370431
vnt	1786842
hun	1307954
acc	1283630
pfpt	1212458
tkr	98362
pbct	1378946
cpri	1530721
colm	1050797
lscc	855658
btg	1429937
ntnx	1618732
an	350698
iova	1425205
wal	1212545
halo	1159036
coty	1024305
sbs	1170858
omf	1584207
bwxt	1486957
yeti	1670592
eslt	1027664
cfr	39263
faf	1472787
hqy	1428336
saic	1571123
tcf	19612
fr	921825
mat	63276
egp	49600
allk	1564824
diisy	1563255
wh	1722684
cnvvy	1694271
skx	1065837
ingr	1046257
knsl	1669162
ssl	314590
bigc	1626450
vac	1524358
wygpy	1450021
bhvn	1689813
dks	1089063
lspd	1823306
apa	6769
frpt	1611647
orcc	1655888
lsi	944314
azek	1782754
fcnca	798941
cor	1490892
tx	1342874
jhg	1274173
stwd	1465128
pri	1475922
kt	892450
bldp	1453015
gil	1061894
nov	1021860
kss	885639
aer	1378789
hele	916789
tho	730263
cacc	885550
txrh	1289460
tpx	1206264
flir	354908
chng	1756497
man	871763
mpln	1793229
dct	1160951
brks	933974
sekey	1261759
mdu	67716
hocff	1450349
esnt	1448893
reta	1358762
tsuky	702257
appf	1433195
tnet	937098
tptx	1595893
four	1794669
itvpy	1283708
lpl	1290109
mdla	1540184
mro	101778
neo	1077183
tfsl	1381668
cuz	25232
kmpr	860748
huya	1728190
ssb	764038
hbi	1359841
bli	1689657
enic	1659939
lstr	853816
hwdjy	1563177
cw	26324
wms	1604028
fate	1434316
sf	720672
bokf	875357
brthy	14595
slab	1038074
wen	30697
vrm	1580864
rbc	82811
wsc	1647088
snv	18349
ffin	36029
auy	1264089
nati	935494
dsgx	1050140
brx	1581068
nkrky	1436790
asmvy	1447945
insp	1609550
psth	1811882
pstg	1474432
rlay	1812364
qrtea	1355096
eme	105634
jobs	1295484
felty	1447250
nxst	1142417
bzzuy	1437774
rdfn	1382821
imvt	1764013
tpl	97517
shi	908732
tfii	1588823
dooo	1748797
msm	1003078
pag	1019849
gfszy	1438927
unm	5513
lanc	57515
ida	1057877
ektay	1451160
tv	912892
ppc	802481
nep	1603145
aiv	922864
flo	1128928
sdc	1775625
alsn	1411207
nvst	1757073
cmhhy	1446751
aemmy	1437776
xrx	1770450
suopy	1347141
rxn	1439288
cbpo	1369868
nomd	1651717
ash	1674862
fls	30625
iart	917520
esgr	1363829
asr	1123452
rli	84246
be	1664703
root	1788882
bcauy	891765
algm	866291
ayi	1144215
mms	1032220
stag	1479094
omcl	926326
hli	1302215
saia	1177702
cfx	1420800
doyu	1762417
nycb	910073
ride	1759546
roll	1324948
clf	764065
allo	1737287
msp	1724570
twst	1581280
kwr	81362
gshd	1726978
axs	1214816
fizz	69891
npsky	354470
smtc	88941
crus	772406
sdgr	1490978
huskf	49279
virt	1592386
ccmp	1102934
slg	1040971
cncn	1191334
malry	1537280
al	1487712
byd	906553
nav	808450
bldr	1316835
medp	1668397
aan	1808834
hcm	1648257
shlx	1610466
tkc	1071321
pnfp	1115055
ogs	1587732
wpx	1518832
gtbif	1795139
ard	1689662
evbg	1437352
bpop	763901
hxl	717605
ptct	1070081
irdm	1418819
jwn	72333
cybr	1598110
onem	1404123
asgn	890564
jblu	1158463
sage	1597553
expo	851520
meggy	1487786
env	1337619
pinc	1577916
mxchy	1435969
mtz	15615
thg	944695
ebs	1367644
jbgs	1689796
vvv	1674910
eqt	33213
gpk	1408075
upwk	1627475
slm	1032033
ugp	1094972
cr	25445
vvnt	1713952
hr	899749
powi	833640
hasi	1561894
abcm	1492074
clh	822818
mtg	876437
msgs	1636519
cri	1060822
phys	1477049
novt	1076930
gbci	868671
pfsi	1745916
sepjy	1518521
czz	1402902
amg	1004434
cc	1627223
hpp	1482512
src	1308606
neu	1282637
nea	1195737
tuify	1342875
adrzy	1436467
he	354707
hfc	48039
gulry	1449218
hhc	1498828
hiw	921082
roymy	1592438
laz	1311370
upchy	1447772
crox	1334036
bkh	1130464
tigo	912958
kzmyy	1438929
nrz	1556593
ssd	920371
mzday	1447122
kbr	1357615
sfix	1576942
maury	62919
nvt	1720635
ccj	1009001
mrcy	1049521
trno	1476150
lope	1434588
fl	850209
rnmby	1450345
fti	1681459
asan	1477720
ftdr	1727263
wts	795403
nova	1772695
jcom	1084048
vnet	1508475
pk	1617406
isday	1224306
spwr	867773
bxmt	1061630
ubsi	729986
zhuzy	1556616
exp	918646
crsr	1743759
sail	1627857
insm	1104506
ensg	1125376
goos	1690511
neog	711377
pnm	1108426
vly	714310
gtes	1718512
ssrm	921638
icui	883984
tgtx	1001316
xec	1168054
aciw	935036
nfg	70145
nghc	1578735
gtls	892553
ora	1296445
lmnd	1691421
sigi	230557
achc	1520697
qts	1577368
swx	1692115
ryn	52827
thkly	1443275
ozk	1569650
por	784977
rpd	1560327
rdn	890926
spr	1364885
mlluy	1485888
lpx	60519
altr	1701732
arna	1080709
wynd	1361658
hkib	1769731
verx	1806837
gwph	1351288
api	1802883
vrnt	1166388
dava	1656081
aa	1675149
vrns	1361113
hlne	1433642
sndr	1692063
affs	1365555
krnt	1625791
seb	88121
slgn	849869
legn	1801198
wimhy	1451554
evr	1360901
aimc	1374535
ramp	733269
hain	910406
cnne	1704720
trup	1371285
ccxi	1340652
uso	1327068
swch	1710583
lesl	1821806
prsp	1724670
apnhy	1454177
hyln	1759631
awi	7431
lpsn	1102993
tpdky	1436652
psb	866368
adc	917251
foxf	1424929
doc	1574540
hypmy	1486749
fcn	887936
sgms	750004
etrn	1747009
gra	1045309
edu	1372920
rhp	1040829
ncr	70866
cig	1157557
musa	1573516
trip	1526520
wk	1445305
sabr	1597033
gbtc	1588489
lpro	1806201
oln	74303
fgen	921299
prlb	1443669
jamf	1721947
expi	1495932
unf	717954
tenb	1660280
cigi	913353
vir	1706431
cldr	1535379
wbs	801337
aeis	927003
cvet	1752836
wing	1636222
band	1514416
hrb	12659
jbt	1433660
sbra	1492298
yueiy	1444719
apls	1492422
njr	356309
apam	1517302
eye	1710155
alrm	1459200
qlys	1107843
dcp	1338065
kurry	1446655
ovv	1792580
ay	1601072
newr	1448056
grp-un	1564538
elp	1041792
ads	1101215
vicr	751978
bak	1071438
feye	1370880
mor	1340243
ens	1289308
goco	1808220
cpa	1345105
safe	1688852
bjchy	1454468
teo	932470
spsc	1092699
kbh	795266
cbu	723188
dcph	1654151
cbd	1038572
go	1771515
vmi	102729
wns	1356570
mp	1801368
chffy	1601994
cwk	1628369
iipr	1677576
cns	1284812
nvg	1090116
slqt	1794783
amkr	1047127
apps	317788
bco	78890
mth	833079
wdfc	105132
cit	1171825
esi	1590714
cef	1726122
aaon	824142
cbrl	1067294
thc	70318
sogo	1713947
eidx	1731831
sr	1126956
umbf	101382
rxt	1810019
tree	1434621
m	794367
diod	29002
avnt	1122976
nsp	1000753
shak	1620533
tmhc	1562476
stn	1131383
wtfc	1015328
ebrpy	1450461
cdlx	1666071
am	1623925
brfs	1122491
r	85961
bhf	1685040
ifs	1615903
wkhs	1425287
dao	1781753
ccohy	1461283
nari	1531048
swav	1642545
bcpc	9326
wcc	929008
irdey	1530256
vc	1111335
ufpi	912767
stmp	1082923
psn	275880
pbsfy	1137849
bmch	1574815
stl	1070154
ng	1173420
bb	1070235
swtx	1773427
wwe	1091907
itri	780571
umpq	1077771
zto	1677250
sem	1320414
adv	1776661
crnc	1768267
homb	1331520
asccy	1600930
staa	718937
tgna	39899
dnp	806628
mdc	773141
eqc	803649
vg	1272830
mant	892537
lcii	763744
arnc	1790982
agi	1178819
meoh	886977
viav	912093
boh	46195
ttec	1013880
form	1039399
x	1163302
nad	1083839
agio	1439222
kex	56047
msloy	1447112
aqua	1604643
fele	38725
nwe	73088
